,price,year,condition,cylinders,odometer,title_status,transmission,drive,size,lat,long,weather
3326,27480,2014,3,6,47301,clean,automatic,4wd,mid-size,32.965063,-96.91330400000001,67.0
3327,17595,2013,2,8,134523,clean,automatic,4wd,full-size,35.796126,-78.554108,56.0
3328,9850,2005,3,8,213195,clean,automatic,4wd,full-size,36.030812,-80.166818,56.0
3330,4450,2001,2,8,210000,clean,automatic,4wd,full-size,36.1341,-96.1426,57.0
3332,22995,2011,2,8,118776,clean,automatic,4wd,full-size,30.803146,-88.14089799999999,61.0
3335,1,2014,3,6,117123,clean,automatic,rwd,full-size,29.975385,-90.172386,67.0
3336,30995,2015,3,8,49598,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3337,2000,1998,1,8,211000,clean,manual,4wd,full-size,36.915606,-119.579153,59.0
3338,5000,2007,1,8,220700,clean,automatic,4wd,full-size,43.548846,-96.790914,38.0
3339,3450,2006,1,8,143100,clean,automatic,rwd,full-size,27.167669,-80.72135899999999,65.0
3340,8495,2006,3,8,152536,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
3342,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
3343,27000,2014,3,6,43848,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
3345,11500,2012,2,6,214000,lien,automatic,4wd,full-size,42.6076,-91.9105,47.0
3346,9900,2005,3,8,0,clean,automatic,4wd,full-size,32.252974,-110.97871,71.0
3347,16990,2009,3,8,132155,clean,automatic,4wd,mid-size,44.54929,-88.04897,45.0
3348,12900,2007,3,8,99461,clean,automatic,4wd,full-size,32.252358,-110.978487,71.0
3349,22994,2012,3,6,82716,clean,automatic,4wd,mid-size,41.22815,-95.85953,47.0
3350,5900,2002,2,8,186000,clean,automatic,4wd,full-size,40.167448,-122.238383,59.0
3351,7999,2005,3,8,116116,clean,automatic,rwd,full-size,27.873066,-82.78672900000001,65.0
3352,9500,2005,3,8,140400,lien,automatic,4wd,full-size,43.1789,-88.1173,45.0
3353,37995,2011,2,8,64719,clean,automatic,4wd,full-size,33.946412,-117.295118,59.0
3354,7195,2005,2,8,154118,clean,automatic,4wd,full-size,39.097695,-83.348057,49.0
3355,22000,2015,3,8,38000,rebuilt,automatic,4wd,full-size,43.6013,-84.7736,45.0
3356,59995,2017,2,6,24737,clean,automatic,4wd,full-size,42.50482299999999,-92.405569,47.0
3357,6999,2005,3,8,145000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
3360,74374,2018,5,8,24,clean,automatic,4wd,full-size,38.2281,-84.8697,50.0
3361,29959,2013,3,6,50617,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
3362,11900,2005,2,6,174922,clean,automatic,4wd,full-size,31.217814,-82.357716,59.0
3365,2500,2004,2,6,280000,clean,manual,rwd,full-size,32.999296,-94.984884,67.0
3366,17999,2013,3,8,100459,clean,automatic,rwd,full-size,33.881074,-84.533461,59.0
3367,8000,2006,3,8,107335,clean,automatic,4wd,full-size,41.8696,-72.3718,51.0
3368,10900,2011,2,8,164000,clean,automatic,4wd,full-size,43.1406,-93.385,47.0
3369,34995,2015,3,6,139848,clean,automatic,4wd,full-size,31.732124,-106.364833,67.0
3371,31500,2017,3,6,7105,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
3373,17995,2010,3,8,86428,clean,automatic,4wd,full-size,43.044479,-89.474393,45.0
3374,8650,2004,3,8,195087,clean,automatic,4wd,full-size,38.084394,-89.339761,48.0
3375,16500,2012,2,6,182000,clean,automatic,4wd,full-size,40.0712,-106.0693,45.0
3377,22995,2011,3,6,76592,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
3379,4200,2005,2,8,155000,rebuilt,automatic,4wd,mid-size,40.2084,-74.8291,53.0
3381,1500,2001,2,8,157000,clean,automatic,rwd,full-size,32.5907,-97.0405,67.0
3382,6500,2006,3,8,154000,clean,automatic,4wd,mid-size,46.9209,-96.8318,38.0
3383,9880,2006,3,8,112490,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
3384,1400,2005,2,8,200000,clean,automatic,4wd,mid-size,43.4605,-76.2446,53.0
3385,15995,2013,3,6,128598,clean,automatic,rwd,full-size,35.300573,-77.645953,56.0
3387,42000,2016,4,8,39000,clean,automatic,4wd,full-size,35.887226,-89.28555,59.0
3388,18998,2010,3,8,121000,clean,automatic,4wd,full-size,44.053757,-121.302076,50.0
3389,8995,2010,3,8,144375,clean,automatic,rwd,full-size,38.611926,-121.423565,59.0
3390,17995,2013,2,6,17091,clean,automatic,rwd,full-size,41.213364,-96.01271899999999,46.0
3391,16990,2013,4,6,132445,clean,automatic,4wd,full-size,35.732847,-78.85013599999999,56.0
3392,2500,2000,2,8,137000,clean,automatic,4wd,full-size,43.52139099999999,-88.223648,45.0
3393,1500,1993,2,6,189000,clean,manual,rwd,full-size,41.4416,-96.4945,46.0
3395,24990,2016,3,6,93657,clean,automatic,4wd,full-size,41.274904,-95.937209,46.0
3397,16895,2012,2,6,124453,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
3398,12800,2014,2,6,90103,clean,automatic,rwd,full-size,37.1249,-93.46381600000001,52.0
3399,30476,2017,3,8,25471,clean,automatic,4wd,mid-size,41.03055999999999,-80.72808,49.0
3400,8500,2003,2,8,97000,clean,automatic,4wd,full-size,41.0699,-85.0117,48.0
3401,21995,2013,3,8,75425,clean,automatic,4wd,full-size,40.158958,-105.031313,45.0
3402,8999,2002,3,8,116800,clean,automatic,rwd,full-size,37.504659,-97.504327,51.0
3403,24975,2013,3,8,56482,clean,automatic,4wd,mid-size,43.204762,-75.440834,53.0
3407,23495,2012,2,6,75013,clean,automatic,4wd,full-size,38.190152,-94.02621500000001,52.0
3408,20770,2012,3,6,118690,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
3410,7900,2005,3,8,167000,clean,automatic,4wd,full-size,37.083439,-94.481651,52.0
3411,27499,2014,3,8,31576,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
3413,10500,2008,3,8,115414,clean,automatic,rwd,mid-size,38.88358,-94.79383,51.0
3414,11950,2010,2,8,172103,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
3415,5500,2007,2,8,189500,clean,automatic,4wd,full-size,46.886041,-92.06302600000001,43.0
3416,5000,1988,2,8,89600,clean,automatic,rwd,full-size,41.9293,-83.4448,45.0
3417,4350,2001,2,8,236581,rebuilt,automatic,4wd,full-size,38.479493,-90.741664,52.0
3419,10995,2004,3,8,109840,clean,automatic,4wd,full-size,42.925357,-112.466415,47.0
3420,2995,1999,2,8,231000,clean,automatic,4wd,full-size,45.5576,-93.2889,43.0
3421,6995,2004,2,8,213000,clean,automatic,4wd,full-size,36.524217,-86.026782,59.0
3422,18995,2012,3,8,57000,rebuilt,automatic,4wd,full-size,40.252804,-76.036506,53.0
3423,8550,2005,3,8,164628,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
3424,2000,1999,1,6,168543,clean,manual,4wd,full-size,36.1705,-115.2176,46.0
3426,11999,2008,3,8,113589,clean,automatic,rwd,full-size,37.609783,-120.995406,59.0
3427,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
3428,7500,2008,2,6,83099,clean,automatic,rwd,full-size,44.410118,-89.88235999999999,45.0
3429,3000,1998,2,6,210,clean,manual,fwd,full-size,28.778714,-81.306612,65.0
3430,27993,2013,3,6,88363,clean,automatic,4wd,full-size,44.07150900000001,-123.146439,50.0
3431,6950,2011,2,6,169257,clean,automatic,rwd,full-size,38.692648,-82.857744,49.0
3432,15975,2008,3,8,55131,clean,automatic,4wd,full-size,43.204762,-75.440834,53.0
3434,20400,2014,3,6,79579,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
3435,7900,2007,2,8,187000,clean,automatic,rwd,full-size,33.3299,-101.7122,67.0
3436,6985,2007,2,6,108121,clean,other,rwd,full-size,43.122774,-88.52790999999999,45.0
3440,10990,2007,3,8,99487,clean,automatic,4wd,full-size,44.7851,-88.6036,45.0
3441,57900,2018,3,8,11286,clean,automatic,4wd,full-size,40.664548,-95.859813,46.0
3442,8550,2005,3,8,164628,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
3444,8995,2007,3,6,172000,clean,automatic,4wd,full-size,40.960481,-81.64764,49.0
3445,18952,2014,3,6,136858,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
3446,27985,2014,3,6,54182,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
3448,5000,1988,2,8,89600,clean,automatic,rwd,full-size,41.9293,-83.4448,45.0
3450,11977,2008,3,8,171488,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
3451,37995,2011,2,8,64719,clean,automatic,4wd,full-size,33.946412,-117.295118,59.0
3452,3590,2003,2,6,173000,clean,manual,rwd,full-size,29.807156,-85.302662,65.0
3454,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
3455,12990,2008,4,8,123129,clean,automatic,4wd,full-size,38.731803,-90.073678,48.0
3456,14995,2009,2,8,106448,clean,automatic,4wd,full-size,42.235513,-85.79445600000001,45.0
3457,5996,2003,2,8,141021,clean,automatic,4wd,full-size,44.602263,-73.16141,44.0
3458,3500,2000,2,8,217400,clean,automatic,rwd,full-size,37.7719,-97.3175,51.0
3459,3550,2007,3,6,133000,clean,automatic,rwd,full-size,42.484503,-92.324974,47.0
3460,1200,1986,1,6,63614,missing,automatic,rwd,full-size,44.373073,-86.010933,45.0
3461,31990,2018,3,8,17621,clean,automatic,rwd,full-size,43.15455900000001,-75.932436,53.0
3462,34299,2016,3,6,23632,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3463,12995,2010,2,8,144073,clean,automatic,4wd,full-size,42.50482299999999,-92.405569,47.0
3466,3600,2003,3,6,175000,clean,automatic,rwd,full-size,26.6265,-81.9677,65.0
3467,13995,2008,3,8,105033,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
3468,8995,2010,2,8,157000,clean,automatic,4wd,full-size,42.011896,-91.635014,47.0
3469,13995,2008,3,8,105033,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
3470,1,2013,3,8,67808,clean,automatic,4wd,full-size,28.466088,-81.396429,65.0
3472,1400,1990,2,6,150000,clean,automatic,4wd,full-size,43.1392,-115.6963,47.0
3474,2995,1997,1,8,197193,clean,automatic,4wd,full-size,31.119086,-97.737989,67.0
3475,13890,2011,3,8,142624,clean,automatic,4wd,full-size,43.154434,-75.930891,53.0
3476,24483,2014,3,8,97215,clean,automatic,4wd,full-size,45.04393,-93.540273,43.0
3477,6800,2006,2,8,186000,clean,automatic,4wd,full-size,45.3508,-68.5077,44.0
3478,16850,2013,2,6,105706,clean,automatic,rwd,full-size,32.427868,-86.467649,61.0
3479,15985,2013,3,6,74692,clean,automatic,rwd,full-size,35.844256,-79.938755,56.0
3480,22900,2012,2,8,125874,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
3481,26900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
3482,7995,2006,2,8,210539,clean,automatic,4wd,full-size,39.857936,-76.554106,53.0
3484,16500,2016,3,8,86090,clean,automatic,rwd,full-size,33.881074,-84.533461,59.0
3485,5483,2004,2,8,152816,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
3486,7500,2008,2,8,145000,clean,automatic,rwd,full-size,32.823886,-115.239452,59.0
3487,16995,2010,3,8,70816,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
3488,12990,2008,4,8,123129,clean,automatic,4wd,full-size,38.731803,-90.073678,48.0
3489,2400,2001,1,8,256000,clean,automatic,rwd,full-size,39.194059,-95.55487600000001,51.0
3490,6800,2004,2,8,143600,rebuilt,automatic,4wd,full-size,38.5507,-86.449,48.0
3491,10497,2005,2,8,111340,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
3492,20994,2011,3,6,89127,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
3495,18500,2011,3,6,120900,clean,automatic,4wd,full-size,35.130298,-85.23984499999999,59.0
3496,1600,1998,2,8,270000,clean,automatic,rwd,full-size,30.2063,-97.7956,67.0
3497,9491,2006,2,8,172299,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
3499,21900,2011,2,6,122882,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
3501,2400,1992,2,6,220000,clean,automatic,rwd,full-size,36.1897,-86.5023,59.0
3504,31990,2016,3,6,22726,clean,automatic,4wd,full-size,43.154434,-75.93415300000001,53.0
3505,19999,2013,3,6,84200,clean,automatic,4wd,full-size,40.230107,-81.57265799999999,49.0
3507,3800,2001,2,8,179794,clean,automatic,4wd,full-size,41.2805,-72.8741,51.0
3508,19700,2015,2,6,142282,clean,automatic,4wd,full-size,42.50482299999999,-92.405569,47.0
3509,19976,2011,3,6,103311,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
3510,7995,2006,2,8,119295,clean,automatic,4wd,full-size,45.5576,-93.2889,43.0
3511,1400,2000,1,8,270000,clean,automatic,rwd,full-size,48.749,-122.4887,50.0
3512,19550,2014,2,6,102069,clean,automatic,4wd,full-size,41.680677,-86.126046,48.0
3513,21900,2015,2,6,149616,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
3514,40990,2016,2,8,25440,clean,automatic,4wd,full-size,34.062843,-81.115349,60.0
3516,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
3518,26699,2014,3,6,52746,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
3520,13995,2009,3,8,146168,clean,automatic,4wd,mid-size,43.05929,-71.44274,43.0
3521,32482,2016,3,8,38205,clean,automatic,4wd,full-size,41.274884,-95.937209,46.0
3522,9995,2006,3,8,115500,clean,automatic,rwd,full-size,40.83598,-96.725713,46.0
3523,23495,2015,3,8,102689,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3524,24347,2012,3,8,93136,clean,automatic,4wd,mid-size,28.03978,-81.94071,65.0
3525,22995,2012,2,6,40900,clean,automatic,4wd,full-size,35.48226500000001,-120.660756,59.0
3526,13500,2010,4,8,36137,salvage,automatic,4wd,mid-size,34.9803,-81.9168,60.0
3527,2750,2001,2,8,192000,clean,automatic,4wd,full-size,41.8736,-71.0192,50.0
3528,2000,1995,2,8,94500,clean,automatic,4wd,full-size,40.9799,-76.6229,53.0
3529,31995,2016,3,8,34585,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3530,18950,2013,2,6,115000,clean,automatic,4wd,full-size,36.162987,-94.143275,59.0
3531,4500,1990,2,8,113419,clean,automatic,rwd,full-size,35.2635,-120.6509,59.0
3534,2500,1998,2,8,191924,clean,automatic,4wd,full-size,36.3953,-105.5847,45.0
3535,5999,2007,2,8,228001,clean,automatic,rwd,full-size,36.644835,-93.218011,52.0
3536,9995,2008,2,8,123902,clean,automatic,4wd,full-size,39.834179,-75.124291,52.0
3537,6000,2004,2,8,150000,clean,automatic,4wd,full-size,41.190269,-77.23088800000001,53.0
3538,9995,2002,3,8,131017,clean,automatic,4wd,full-size,41.78172199999999,-72.533825,51.0
3539,13800,2011,2,6,126000,clean,automatic,4wd,full-size,39.67,-81.8376,49.0
3540,3300,2003,3,6,120000,clean,automatic,4wd,full-size,33.6299,-112.1316,71.0
3541,4700,2000,2,8,127000,clean,automatic,4wd,full-size,43.0814,-96.18,47.0
3542,2350,2003,2,8,193016,clean,automatic,4wd,full-size,44.861013,-91.64787700000001,45.0
3543,32853,2018,3,6,20188,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
3544,16950,2013,2,6,80413,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
